Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Charge per Tenure,Revenue Share,Service Count
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,1083.7,5172,4.064705882352941,0.5818947368421052,3
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,2007.85,4818,0.9351063829787235,0.37010526315789477,2
1,0,0,0,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5882.75,4280,1.2536231884057971,0.728421052631579,5
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2657.55,5858,1.7935897435897437,0.5890526315789474,4
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1612.2,5687,5.052777777777778,0.7658947368421053,3
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,76.65,2347,3.9799999999999995,0.16757894736842105,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,260.7,4628,1.5499999999999998,0.16968421052631577,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,6441.85,4528,1.2410958904109588,0.7629473684210526,6
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,266.8,4345,23.0,0.7747368421052632,2
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,962.25,3089,0.5916666666666667,0.20926315789473685,0
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,1382.9,5323,0.8780487804878049,0.3031578947368421,2
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,571.05,3601,9.8125,0.6610526315789473,5
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,1399.35,4328,0.285,0.16799999999999998,0
1,0,1,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,150.0,2874,2.58125,0.17389473684210524,0
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,167.2,5973,5.083333333333333,0.25684210526315787,1
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,7657.4,5146,1.4534246575342464,0.8934736842105263,5
1,0,1,0,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05,3093,0.45555555555555555,0.1726315789473684,0
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,6153.85,6153,1.446969696969697,0.8042105263157895,3
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,174.2,5277,16.15,0.5439999999999999,2
1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,1269.6,2515,2.044,0.4303157894736842,1
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,6352.4,4627,1.2205479452054793,0.7503157894736842,6
1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,1348.5,3407,2.198,0.46273684210526317,2
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,471.55,3727,0.8891304347826087,0.17221052631578948,0
1,0,1,0,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,5931.75,6354,1.2105633802816902,0.7237894736842105,5
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,1404.65,3192,2.3211538461538463,0.5082105263157894,1
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,2745,0.5210526315789474,0.16673684210526316,0
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6,2656,3.710869565217391,0.7187368421052631,1
0,0,1,0,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,4194.85,6225,1.2016666666666667,0.607157894736842,3
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,81.05,4396,40.525,0.6825263157894736,1
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,76.95,5296,5.125,0.1726315789473684,0
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,5809.75,5713,2.0703703703703704,0.9414736842105262,5
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,3586,10.1,0.17010526315789473,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9,2860,0.9380952380952381,0.16589473684210526,0
0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,996.95,5089,0.38173076923076926,0.16715789473684212,0
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,3145.15,4207,1.1634615384615385,0.5094736842105263,3
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,265.3,2816,1.3964285714285716,0.16463157894736843,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,3901,10.45,0.176,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05,3389,10.525,0.17726315789473684,0
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,4576.3,5342,1.1171875,0.6021052631578947,4
1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,189.1,2168,13.6625,0.46021052631578946,1
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,908.15,2776,0.4085106382978723,0.1616842105263158,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8,4796,24.9,0.41936842105263156,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1500.95,4941,0.2847222222222222,0.1726315789473684,0
1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,5099.15,4603,1.6142857142857143,0.7612631578947369,2
0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95,5327,1.2711267605633803,0.76,3
1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6885.75,4743,1.538235294117647,0.8808421052631579,4
1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,668.85,4253,3.3466666666666667,0.4227368421052632,1
0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1916.2,3186,4.5476190476190474,0.8042105263157895,3
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,4613.95,6136,1.9080000000000001,0.8033684210526316,2
0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,7261.25,5513,1.3876712328767122,0.8530526315789474,4
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8,3358,1.1297872340425532,0.44715789473684214,1
1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,2048.8,2941,3.3939999999999997,0.7145263157894737,2
0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55,5100,5.708333333333333,0.28842105263157897,2
0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2888.7,3648,2.605882352941176,0.7461052631578947,3
0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2421.6,5988,1.3988372093023256,0.5065263157894737,2
1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,2292.75,3515,4.164583333333334,0.8416842105263158,4
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,553.4,4946,7.855555555555556,0.5953684210526317,0
1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,54.8,3465.7,4621,0.817910447761194,0.4614736842105263,2
1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3,4330,2.1919999999999997,0.4614736842105263,1
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,5200.8,5377,1.8574074074074074,0.8446315789473684,4
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,3237.05,4173,0.878688524590164,0.4513684210526316,4
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,433.75,5811,0.9214285714285715,0.16294736842105265,0
0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1868.4,3513,3.5666666666666664,0.7208421052631578,1
1,0,1,0,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,5728.55,4689,1.106849315068493,0.6804210526315789,5
1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,390.4,4562,0.890909090909091,0.16505263157894737,0
1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2845.15,3493,2.834375,0.7637894736842106,2
0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3894.4,4487,1.2025862068965518,0.5873684210526315,4
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20.0,886.4,5169,0.43478260869565216,0.16842105263157894,0
1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,1021.55,4810,8.659090909090908,0.8021052631578948,3
1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,268.4,5770,1.3299999999999998,0.16799999999999998,0
1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,2204.35,4732,2.8874999999999997,0.6808421052631578,4
0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,93.3,6398.05,5205,1.3328571428571427,0.7856842105263158,3
0,0,1,0,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1662.05,4577,1.2875,0.3903157894736842,3
1,0,1,0,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3600.65,2595,1.7119565217391304,0.6631578947368421,4
0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,1329.15,5564,4.641666666666667,0.7035789473684211,2
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,422.5,2203,0.8521739130434783,0.16505263157894737,0
1,0,1,0,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,4627.65,4792,0.9977941176470587,0.5713684210526315,4
0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,6717.9,6383,1.5536764705882353,0.8896842105263159,4
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,637.4,3021,7.55,0.6357894736842106,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,117.95,5020,3.358333333333333,0.16968421052631577,0
1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2460.55,5435,0.8218181818181819,0.38063157894736843,3
1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85,5085,1.1161971830985915,0.6673684210526316,5
1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,4616.1,5957,1.587037037037037,0.7216842105263158,5
0,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,589.25,3086,0.628125,0.16926315789473687,0
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,750.1,4749,4.414285714285714,0.5204210526315789,3
0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,1410.25,5250,1.7206896551724138,0.4202105263157895,0
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5,3756,0.523076923076923,0.17178947368421052,0
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3865.45,5211,1.4226415094339624,0.6349473684210527,4
1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,6825.65,5298,1.7166666666666668,0.9107368421052632,6
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,1340.1,3511,5.073529411764706,0.7263157894736842,2
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,1184.0,5527,7.361538461538462,0.8058947368421053,3
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,8477.7,4055,1.6006849315068492,0.984,6
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,7382.85,4921,1.46875,0.8905263157894737,4
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,456.85,3573,0.8059999999999999,0.16968421052631577,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6,2722,1.225,0.16505263157894737,0
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,134.6,3172,20.316666666666666,0.5132631578947369,2
0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,125.5,2071,4.175,0.21094736842105263,0
1,0,1,0,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,2511.3,4565,1.4357142857142857,0.5077894736842105,3
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2737.05,4205,1.4534090909090909,0.5385263157894737,3
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,74.3,2968,37.15,0.6256842105263157,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,2576,35.3,0.5945263157894737,0
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0,5007,1.2576388888888888,0.7625263157894736,6
1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,165.35,2600,2.43125,0.1637894736842105,0
0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1867.6,3820,2.222413793103448,0.5427368421052632,3
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3,5610,4.097058823529412,0.5865263157894738,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,128.6,4271,2.4375,0.16421052631578947,0
0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,7455.45,4803,1.5785714285714285,0.9305263157894736,5
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7,3065,12.35,0.208,0
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,206.15,5528,19.35,0.6517894736842106,4
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4,5976,1.22,0.7191578947368421,2
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,3377.8,4795,0.6611111111111111,0.4008421052631579,4
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,1346.2,6408,0.27714285714285714,0.16336842105263158,0
0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4946.05,4304,2.1193877551020406,0.8745263157894736,4
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4964.7,5093,2.357608695652174,0.9132631578947369,5
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75,4121,1.5576923076923077,0.6821052631578948,1
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,6224.8,4621,1.1869863013698632,0.7296842105263158,6
1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,3415.25,3462,2.4460526315789473,0.7827368421052632,3
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,6325.25,6483,1.254861111111111,0.7608421052631579,6
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1683.6,6141,0.37537313432835817,0.21178947368421053,0
1,0,1,0,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3,6385,1.4692307692307693,0.6433684210526316,4
0,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,608.5,5203,0.6306451612903226,0.16463157894736843,0
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2896.6,3818,2.4385714285714286,0.7187368421052631,1
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1514.85,6281,0.38153846153846155,0.2088421052631579,0
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,6441,1.562878787878788,0.8686315789473684,4
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2,2508,2.0989583333333335,0.848421052631579,4
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8,4803,1.3838235294117647,0.7924210526315789,3
1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,779.2,2607,0.48375,0.16294736842105265,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,283.75,3854,1.3266666666666667,0.16757894736842105,0
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5594.0,5514,1.7728070175438595,0.8509473684210526,3
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,772.85,5718,3.94,0.4976842105263158,2
1,0,1,0,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,857.8,2464,3.2852941176470587,0.47031578947368424,2
1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,7554.05,4583,1.4936619718309858,0.8930526315789473,4
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,5981.65,4671,1.152054794520548,0.7082105263157894,5
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1702.9,5903,3.1374999999999997,0.6341052631578947,1
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15,5403,1.1227272727272728,0.208,0
0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1941.5,4770,1.508108108108108,0.46989473684210525,1
0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75,5174,0.7784313725490196,0.33431578947368423,3
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05,3194,0.6020408163265306,0.24842105263157896,1
0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,970.85,4263,0.39509803921568626,0.16968421052631577,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,79.55,5810.9,4766,1.0897260273972602,0.6698947368421052,5
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,223.9,5212,2.2545454545454544,0.2088421052631579,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,391.7,4333,1.0342105263157895,0.1654736842105263,0
1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,811.65,3475,9.405,0.7919999999999999,3
1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,90.75,174.75,4766,30.25,0.7642105263157895,2
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,5257,1.923170731707317,0.6639999999999999,1
1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,6841.45,4237,1.4214285714285715,0.8378947368421052,3
1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,80.55,1406.65,5334,4.239473684210526,0.6783157894736842,1
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7,2848,5.8500000000000005,0.5911578947368421,0
1,0,1,0,55,1,0,0,2,0,0,0,0,2,1,0,1,59.45,3157.0,5712,1.061607142857143,0.5006315789473684,2
1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,3092.0,3348,2.7455882352941177,0.7861052631578946,3
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,2168.9,2626,0.9563829787234043,0.3785263157894737,0
1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,26.1,980.35,2026,0.7457142857142858,0.21978947368421053,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,65.95,4369,5.05,0.17010526315789473,0
1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,711.9,3047,0.6854838709677419,0.17894736842105263,0
0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8,2853,1.7470588235294118,0.5002105263157894,2
1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95.0,4368.85,2719,2.0652173913043477,0.8,3
1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,2647.1,2520,1.5097560975609756,0.5212631578947369,3
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,118.65,8477.6,4296,1.6479166666666667,0.9991578947368421,6
0,0,1,0,72,0,1,0,2,2,2,2,2,2,2,0,0,64.45,4528.0,5265,0.8828767123287672,0.5427368421052632,6
0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,80.15,1790.65,4732,3.4847826086956526,0.6749473684210526,1
1,0,1,0,46,1,0,2,1,1,1,1,1,1,1,1,0,20.2,845.6,2325,0.4297872340425532,0.17010526315789473,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,21.0,1210.3,5046,0.375,0.17684210526315788,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45,4845,10.225,0.17221052631578948,0
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,854.45,5942,5.834615384615384,0.6387368421052632,3
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,2429.1,4684,2.5140625,0.6774736842105263,1
0,0,1,0,67,1,2,0,2,0,0,0,2,2,2,1,2,75.5,5229.45,5420,1.1102941176470589,0.6357894736842106,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,44.45,3498,22.225,0.3743157894736842,0
1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,3023.55,2748,1.775,0.6277894736842105,4
1,0,1,0,42,0,1,0,2,0,2,2,2,0,2,0,1,48.15,2032.3,2673,1.119767441860465,0.4054736842105263,4
1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,3,19.65,436.9,5460,0.81875,0.1654736842105263,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,3167,10.075,0.16968421052631577,0
0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95,5056,1.870175438596491,0.8976842105263158,4
1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,91.0,1430.05,4602,5.6875,0.7663157894736842,2
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,25.4,313.0,2219,1.9538461538461538,0.21389473684210525,0
0,0,1,0,54,1,0,0,2,0,2,2,0,2,2,0,0,69.95,3871.85,5077,1.271818181818182,0.5890526315789474,4
0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,458.1,4858,8.35625,0.5629473684210525,2
1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.15,341.35,5271,1.1852941176470588,0.16968421052631577,0
0,0,0,0,21,1,0,0,2,0,2,0,0,2,1,0,3,64.85,1336.8,3302,2.9477272727272723,0.5461052631578946,3
1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,74.85,2181.75,5610,2.414516129032258,0.6303157894736842,3
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,147.75,5258,12.625,0.42526315789473684,1
1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,818.45,3042,6.075,0.6138947368421053,1
0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,115.05,7133.45,6494,1.8261904761904761,0.9688421052631578,6
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,19.0,348.8,5379,1.0,0.16,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,128.6,2309,2.792857142857143,0.16463157894736843,0
0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,101.1,4674.4,4883,2.1510638297872338,0.8513684210526316,3
1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,84.1,1737.45,4649,3.8227272727272723,0.7082105263157894,1
1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,24.15,1498.85,5987,0.35,0.20336842105263156,0
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,50.1,5617,25.05,0.42189473684210527,0
0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,74.6,1797.75,4591,2.869230769230769,0.6282105263157894,1
0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,498.1,2639,0.79,0.16631578947368422,0
1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,106.8,5498.8,4640,2.0538461538461537,0.8993684210526316,4
0,0,1,0,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,4845.4,5928,1.456896551724138,0.7115789473684211,5
0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,369.1,5218,1.565625,0.21094736842105263,0
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,1,0,83.7,6096.9,4592,1.1465753424657534,0.7048421052631579,6
1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,5530,3.3310344827586205,0.8134736842105262,3
1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,101.1,6994.8,4226,1.4239436619718309,0.8513684210526316,5
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25,2953,1.4428571428571428,0.17010526315789473,0
0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,5483.9,5061,1.5675,0.7919999999999999,4
0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4985.9,4684,1.2857142857142858,0.6821052631578948,5
0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,1258.35,4870,2.7386363636363638,0.5073684210526316,3
0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,111.4,3796,20.283333333333335,0.512421052631579,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,43.95,5684,21.975,0.37010526315789477,0
1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,86.05,308.1,3653,17.21,0.7246315789473684,2
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65,5586,1.0125,0.1705263157894737,0
1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,19.4,1284.2,4890,0.2852941176470588,0.16336842105263158,0
1,1,1,0,72,1,2,1,2,2,2,0,0,2,2,1,1,102.65,7550.3,4680,1.406164383561644,0.864421052631579,4
1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1110.05,4157,0.36851851851851847,0.16757894736842105,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,19.55,99.6,2575,3.2583333333333333,0.16463157894736843,0
1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,6707.15,6412,1.3263888888888888,0.8042105263157895,4
0,0,1,0,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4,4625,1.6500000000000001,0.7086315789473685,5
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5873.75,4478,1.8105263157894738,0.8690526315789474,4
1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,109.25,4697,16.733333333333334,0.4227368421052632,1
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4,3574,0.42446808510638295,0.16799999999999998,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75,6124,1.6145833333333333,0.9789473684210527,6
0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,926.2,4761,1.04,0.26273684210526316,1
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1718.2,5295,0.34928571428571425,0.20589473684210527,0
